,,available_electric_bikes,available_electric_bikes,available_electric_bikes,available_electric_bikes,available_electric_bikes,available_electric_bikes,available_electric_bikes,available_electric_bikes,available_mechanical_bikes,available_mechanical_bikes,available_mechanical_bikes,available_mechanical_bikes,available_mechanical_bikes,available_mechanical_bikes,available_mechanical_bikes,available_mechanical_bikes,available_bikes,available_bikes,available_bikes,available_bikes,available_bikes,available_bikes,available_bikes,available_bikes,available_docks,available_docks,available_docks,available_docks,available_docks,available_docks,available_docks,available_docks,status,status,status,status,status,status,status,status
,,count,mean,std,min,25%,50%,75%,max,count,mean,std,min,25%,50%,75%,max,count,mean,std,min,25%,50%,75%,max,count,mean,std,min,25%,50%,75%,max,count,mean,std,min,25%,50%,75%,max
station_id,name,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6029,Vaugirard - Monsieur le Prince,252.0,7.146825396825397,6.215764388515357,0.0,2.0,5.0,11.0,22.0,252.0,6.964285714285714,5.457798459964962,0.0,2.0,6.0,10.0,22.0,252.0,14.11111111111111,9.030909491881388,0.0,5.0,15.0,23.0,26.0,252.0,10.984126984126984,8.996665275945109,0.0,2.0,9.5,20.25,25.0,252.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
6030,Assas - Vaugirard,252.0,2.753968253968254,2.5830785793690727,0.0,0.75,2.0,4.0,9.0,252.0,6.781746031746032,6.34813271530296,0.0,1.0,5.0,12.0,23.0,252.0,9.535714285714286,8.383411473498027,0.0,2.0,8.0,13.0,30.0,252.0,24.73015873015873,8.41116001058762,5.0,20.0,27.0,32.0,35.0,252.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
6031,Pierre Sarrazin - Saint-Michel,252.0,4.384920634920635,2.3597409358895187,0.0,3.0,4.0,6.0,11.0,252.0,18.404761904761905,7.1686330595926595,1.0,14.75,21.0,24.0,27.0,252.0,22.78968253968254,7.5806035707209345,3.0,18.0,26.0,29.0,31.0,252.0,8.369047619047619,7.587649477101905,0.0,2.0,5.0,12.0,28.0,252.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
6032,Sabot - Rennes,252.0,5.484126984126984,3.3488634618035444,0.0,3.0,5.0,8.0,16.0,252.0,9.706349206349206,6.355431795860297,0.0,3.75,10.5,16.0,24.0,252.0,15.19047619047619,8.067162581908018,1.0,7.0,16.0,23.0,26.0,252.0,10.079365079365079,7.82182376976812,0.0,3.0,9.0,19.0,24.0,252.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
6103,Mézières - Rennes,252.0,4.119047619047619,4.690597771701462,0.0,1.0,2.0,5.0,21.0,252.0,14.956349206349206,10.52269788040833,0.0,4.0,15.0,25.0,37.0,252.0,19.075396825396826,11.613559779767652,1.0,7.0,22.0,28.0,40.0,252.0,35.12301587301587,11.241497275176242,14.0,27.0,32.0,47.0,53.0,252.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
6104,Herschel - Observatoire,252.0,6.801587301587301,7.102011208628688,0.0,2.0,3.0,12.0,25.0,252.0,4.563492063492063,4.687860106532917,0.0,1.0,3.0,8.0,17.0,252.0,11.365079365079366,9.78298643051559,0.0,3.0,9.0,17.0,36.0,252.0,25.150793650793652,9.86770454528848,0.0,19.0,28.0,34.0,37.0,252.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
6107,Place Alphonse Deville,252.0,4.353174603174603,3.48335110226678,0.0,1.0,4.0,7.0,13.0,252.0,6.599206349206349,4.641111901940528,0.0,3.0,6.0,11.0,17.0,252.0,10.952380952380953,6.995567341965225,0.0,4.0,12.0,17.0,23.0,252.0,10.718253968253968,6.94915972212538,0.0,4.0,10.0,18.0,23.0,252.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
6108,Saint-Romain - Cherche-Midi,253.0,2.5849802371541504,2.212359694144365,0.0,1.0,2.0,3.0,10.0,253.0,4.952569169960475,3.6933180924343465,0.0,2.0,4.0,7.0,14.0,253.0,7.537549407114624,4.47519321239026,0.0,4.0,7.0,11.0,17.0,253.0,8.810276679841897,4.335573267523584,0.0,6.0,9.0,12.0,17.0,253.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
6201,Saint Pères - Saint Germain,252.0,3.9722222222222223,3.408920542512186,0.0,1.0,2.0,7.0,12.0,252.0,10.365079365079366,5.089796330591547,1.0,5.0,11.0,16.0,18.0,252.0,14.337301587301587,5.042579402665734,3.0,11.0,17.0,18.0,22.0,252.0,5.115079365079365,5.153292645802068,0.0,1.0,2.5,8.0,18.0,252.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
7002,Vaneau - Sèvres,252.0,4.365079365079365,2.1630846154131476,1.0,3.0,4.0,6.0,12.0,252.0,8.718253968253968,6.498236362559411,0.0,3.0,8.0,11.25,26.0,252.0,13.083333333333334,7.56360808944232,1.0,7.0,12.0,16.25,32.0,252.0,20.47222222222222,7.340008129753185,2.0,18.0,22.0,26.0,32.0,252.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
7003,Square Boucicaut,253.0,11.545454545454545,10.600001361322029,0.0,1.0,11.0,18.0,40.0,253.0,17.280632411067195,12.5031861175675,0.0,5.0,18.0,26.0,47.0,253.0,28.82608695652174,18.87430728531103,0.0,8.0,33.0,44.0,60.0,253.0,29.308300395256918,18.57246132635436,0.0,14.0,25.0,50.0,58.0,253.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
7004,Raspail - Varenne,252.0,2.3968253968253967,1.877012821676742,0.0,1.0,2.0,3.0,9.0,252.0,6.837301587301587,4.601372290144259,0.0,2.0,7.0,10.0,15.0,252.0,9.234126984126984,5.452141107959481,1.0,4.0,9.0,14.0,18.0,252.0,8.19047619047619,5.508724388989992,0.0,3.75,8.0,14.0,17.0,252.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
7005,Raspail - Bac,252.0,5.968253968253968,5.292159890042725,0.0,1.0,4.0,9.25,20.0,252.0,21.42063492063492,13.859484462108577,0.0,8.75,20.0,36.0,47.0,252.0,27.38888888888889,17.13990810233618,0.0,9.0,30.0,45.0,52.0,252.0,23.865079365079364,17.362712795274994,0.0,6.0,22.0,42.0,52.0,252.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
7006,Quai Voltaire,252.0,7.166666666666667,4.191149848405904,0.0,4.0,7.0,11.0,15.0,252.0,15.194444444444445,5.744726395872579,1.0,12.0,17.0,19.0,26.0,252.0,22.36111111111111,8.334189863019926,1.0,17.0,26.0,29.0,32.0,252.0,7.583333333333333,8.055398328517077,0.0,1.0,4.0,14.0,28.0,252.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
7007,Musée d'Orsay,252.0,13.84920634920635,9.467131195498888,1.0,5.0,14.0,22.0,33.0,252.0,24.50793650793651,13.804119733668305,1.0,10.75,29.0,35.0,54.0,252.0,38.357142857142854,19.70862018844796,4.0,17.0,42.0,54.25,64.0,252.0,24.849206349206348,19.419695698978284,1.0,8.0,20.0,47.25,60.0,252.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
7008,Villersexel - Saint-Germain,252.0,3.1547619047619047,2.1226949398410118,0.0,1.0,3.0,4.0,10.0,252.0,7.309523809523809,3.9929505325768995,0.0,3.0,8.0,11.0,14.0,252.0,10.464285714285714,4.712735382616768,1.0,6.0,12.0,15.0,16.0,252.0,4.9523809523809526,4.737503407026526,0.0,1.0,3.0,9.0,15.0,252.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
7009,Assemblée Nationale,252.0,12.757936507936508,9.188212205527325,1.0,4.0,12.0,19.0,31.0,252.0,23.765873015873016,13.691417980853563,0.0,13.0,29.0,35.0,43.0,252.0,36.523809523809526,19.842693833678936,3.0,15.0,41.5,57.0,61.0,252.0,23.03968253968254,18.598890766586674,0.0,4.0,19.0,41.25,56.0,252.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
7010,Constantine - Université,252.0,13.21031746031746,8.068889933527114,0.0,5.75,13.0,21.0,32.0,252.0,29.738095238095237,11.834636566124377,2.0,23.75,35.0,39.0,47.0,252.0,42.948412698412696,17.49744766419584,5.0,31.0,47.0,59.0,64.0,252.0,19.150793650793652,17.068209754633518,0.0,4.0,16.0,33.0,59.0,252.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
7011,Las Cases - Bourgogne,252.0,4.2023809523809526,4.37790475974213,0.0,1.0,3.0,6.0,15.0,252.0,9.357142857142858,6.5704448547318535,0.0,3.0,9.0,16.0,20.0,252.0,13.55952380952381,8.4857760394358,0.0,4.0,19.0,21.0,22.0,252.0,8.119047619047619,8.24099860778415,0.0,1.0,3.0,16.0,22.0,252.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
7012,Cité Vaneau,252.0,4.734126984126984,3.001451513351172,0.0,2.0,4.0,7.0,13.0,252.0,7.075396825396825,5.636239973344051,0.0,2.0,6.5,11.0,20.0,252.0,11.80952380952381,7.224586491387753,0.0,5.0,11.5,17.0,25.0,252.0,12.992063492063492,7.191734999201621,1.0,8.0,13.0,20.0,26.0,252.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
7013,Duroc - Place de Breteuil,252.0,3.9087301587301586,2.6576963286841426,0.0,2.0,4.0,6.0,12.0,252.0,13.119047619047619,6.735890838202293,1.0,8.0,13.0,17.0,28.0,252.0,17.02777777777778,8.189684882115357,2.0,12.0,16.0,22.0,40.0,252.0,24.13888888888889,8.179787275721255,2.0,19.0,25.0,30.0,39.0,252.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
7014,Saint-François-Xavier,252.0,5.154761904761905,4.507171923486576,0.0,1.0,4.0,9.0,15.0,252.0,17.015873015873016,10.244799770731321,0.0,5.75,20.0,25.0,37.0,252.0,22.17063492063492,12.798104736805128,0.0,10.0,25.0,34.0,40.0,252.0,18.503968253968253,12.518193299078417,1.0,7.0,16.0,31.0,41.0,252.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
7015,Varenne,252.0,6.722222222222222,4.07526576532013,1.0,4.0,6.0,9.0,19.0,252.0,22.297619047619047,8.626069671282455,5.0,16.0,22.0,29.0,37.0,252.0,29.01984126984127,11.069303737528774,9.0,22.0,25.0,41.0,45.0,252.0,16.408730158730158,10.372523617222754,1.0,6.0,20.0,23.0,36.0,252.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
7016,Surcouf - Université,252.0,6.507936507936508,4.455617398557376,0.0,3.0,5.0,9.0,20.0,252.0,37.71825396825397,13.26724931961966,8.0,33.0,41.0,49.0,54.0,252.0,44.226190476190474,11.864793939656371,13.0,38.0,50.0,53.0,56.0,252.0,11.718253968253968,12.101989568699047,1.0,3.0,6.0,17.0,43.0,252.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
7017,La Motte-Picquet - La Tour Maubourg,252.0,4.849206349206349,3.3804393036315887,0.0,2.0,4.0,7.0,17.0,252.0,24.924603174603174,10.827066471015991,1.0,18.0,29.0,34.0,37.0,252.0,29.773809523809526,10.442044025844647,5.0,26.0,34.5,38.0,40.0,252.0,9.257936507936508,10.326972020080351,0.0,2.0,4.0,13.0,35.0,252.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
7018,Ségur - d'Estrées,252.0,3.8055555555555554,3.159424163468725,0.0,2.0,3.0,5.0,14.0,252.0,6.599206349206349,4.594522913412433,0.0,2.0,7.0,9.0,18.0,252.0,10.404761904761905,5.435868145281451,0.0,6.0,11.0,15.0,18.0,252.0,6.404761904761905,4.511479066711894,0.0,2.0,6.0,10.0,16.0,252.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
7020,Champ de Mars - Cler,252.0,5.2896825396825395,2.8730463132258994,1.0,3.0,5.0,7.0,14.0,252.0,22.08730158730159,9.583784313788815,2.0,14.75,26.0,30.0,35.0,252.0,27.376984126984127,9.245045299046422,5.0,20.0,30.0,35.0,38.0,252.0,11.698412698412698,9.276427600333038,2.0,4.0,8.0,20.0,35.0,252.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
7021,Bosquet - Saint-Dominique,252.0,4.503968253968254,2.965267757805726,1.0,2.0,4.0,6.0,15.0,252.0,11.976190476190476,5.767699985171972,1.0,8.0,13.0,16.0,23.0,252.0,16.48015873015873,6.8794111654030745,2.0,11.0,17.0,23.0,27.0,252.0,10.380952380952381,6.977319138199794,1.0,4.0,9.0,16.0,25.0,252.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
7023,Bourdonnais - Tour Eiffel,252.0,6.5,4.254362654220429,0.0,3.0,6.0,9.0,17.0,252.0,38.833333333333336,7.71375343343774,18.0,34.0,40.0,45.0,51.0,252.0,45.333333333333336,8.986931636495507,24.0,40.0,47.0,53.0,57.0,252.0,11.781746031746032,8.030071973735394,1.0,5.0,10.0,15.0,33.0,252.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
7024,Rapp - Place du Général Gouraud,252.0,3.4126984126984126,2.096363161833438,0.0,2.0,3.0,5.0,12.0,252.0,17.567460317460316,6.687043181583564,1.0,12.0,19.0,23.0,28.0,252.0,20.98015873015873,6.801365223174472,3.0,16.0,23.0,27.0,29.0,252.0,9.047619047619047,7.052853558132654,1.0,3.0,7.0,14.0,28.0,252.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
7025,Octave Gréard - Tour Eiffel,252.0,6.690476190476191,5.392874575463614,0.0,3.0,5.0,9.0,21.0,252.0,16.603174603174605,6.593585395503622,1.0,13.0,19.0,21.0,25.0,252.0,23.293650793650794,9.001608940130383,1.0,21.0,26.0,30.0,32.0,252.0,8.956349206349206,9.357554385030532,1.0,2.0,5.0,11.0,32.0,252.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
7026,Place de Finlande,252.0,5.972222222222222,3.5102613128206115,0.0,3.0,6.0,8.0,18.0,252.0,14.091269841269842,4.6924966781347806,1.0,11.0,14.5,17.0,23.0,252.0,20.063492063492063,3.8295267862114843,8.0,19.0,21.0,23.0,24.0,252.0,4.166666666666667,3.688573937071484,1.0,2.0,3.0,5.0,16.0,252.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
7101,Raspail - Chomel,252.0,5.575396825396825,6.03494718214705,0.0,0.0,3.0,11.25,22.0,252.0,12.59920634920635,9.683953919295323,0.0,5.0,12.0,18.0,32.0,252.0,18.174603174603174,13.825940954170065,0.0,7.75,14.0,26.0,43.0,252.0,28.849206349206348,13.727320280257624,5.0,21.0,33.0,39.0,49.0,252.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
7102,Mairie du 7ème,252.0,6.920634920634921,5.678790026843297,0.0,1.0,6.0,13.0,18.0,252.0,7.257936507936508,5.869848042646544,0.0,2.0,5.0,11.0,22.0,252.0,14.178571428571429,9.579810336251077,1.0,4.0,14.0,24.0,27.0,252.0,11.916666666666666,9.568218058382083,0.0,2.0,12.0,22.0,25.0,252.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
7109,Place Joffre - Frédéric le Play,252.0,4.301587301587301,4.86268799351023,0.0,1.0,3.0,6.0,22.0,252.0,18.26984126984127,12.209598926696977,0.0,4.0,23.0,29.0,37.0,252.0,22.571428571428573,13.91976357095808,0.0,6.0,30.0,35.0,38.0,252.0,13.948412698412698,13.21298548845962,0.0,2.0,7.0,29.0,36.0,252.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
7111,Ecole Militaire - Place Joffre,252.0,2.015873015873016,2.1217302079775022,0.0,0.0,1.0,3.0,7.0,252.0,15.551587301587302,8.644443985188706,0.0,15.0,19.0,22.0,25.0,252.0,17.567460317460316,9.266710581345412,0.0,18.0,22.0,24.0,25.0,252.0,7.944444444444445,8.94766149916693,1.0,1.75,3.0,8.0,26.0,252.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
8002,Gare Saint-Lazare - Cour du Havre,252.0,10.09920634920635,8.44209709442344,0.0,3.0,7.0,16.0,33.0,252.0,12.353174603174603,9.203664491980684,0.0,4.0,12.0,18.0,37.0,252.0,22.452380952380953,14.206281727588673,1.0,8.0,23.0,36.25,47.0,252.0,21.03968253968254,13.74665525050033,0.0,8.0,21.0,35.0,42.0,252.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
8003,Galilée - Vernet,252.0,4.813492063492063,5.469303737628653,0.0,0.0,2.0,10.25,15.0,252.0,1.7857142857142858,1.491581384173133,0.0,0.0,2.0,3.0,5.0,252.0,6.599206349206349,6.074740281454907,0.0,1.0,4.0,13.0,16.0,252.0,9.162698412698413,6.007408893513243,0.0,3.0,12.0,15.0,16.0,252.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
8004,Malesherbes - Place de la Madeleine,252.0,19.63095238095238,16.410408533997668,0.0,5.0,11.0,36.25,48.0,252.0,24.17063492063492,13.884793869211341,2.0,8.75,25.0,37.0,48.0,252.0,43.801587301587304,28.31370083265262,2.0,16.0,36.0,78.25,84.0,252.0,30.07936507936508,24.007337249814803,0.0,3.0,31.0,55.5,64.0,252.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
8007,Rome - Provence,252.0,7.305555555555555,6.707750236550636,0.0,2.0,4.5,13.0,22.0,252.0,8.007936507936508,5.79736996524122,0.0,3.0,8.0,14.0,17.0,252.0,15.313492063492063,10.655457821342399,0.0,4.75,14.5,27.0,30.0,252.0,14.071428571428571,10.783400679839792,0.0,2.0,15.5,25.0,29.0,252.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
8008,Joseph Sansboeuf - Saint Lazare,252.0,3.619047619047619,3.419785745850782,0.0,1.0,3.0,7.0,11.0,252.0,5.638888888888889,3.3388566457325695,0.0,2.0,6.0,8.0,13.0,252.0,9.257936507936508,5.436425078798287,0.0,4.0,10.0,14.0,17.0,252.0,7.511904761904762,5.408774148704157,0.0,2.0,6.0,12.25,18.0,252.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
8009,Gare Saint-Lazare - Isly,252.0,5.488095238095238,4.999188892662396,0.0,1.0,4.5,10.0,16.0,252.0,8.186507936507937,5.271223134586329,0.0,4.0,8.0,12.0,18.0,252.0,13.674603174603174,8.165449868503856,0.0,6.0,15.0,21.0,25.0,252.0,10.773809523809524,8.28239315812318,1.0,3.0,9.0,19.25,24.0,252.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
8010,Liège - Moscou,252.0,1.7777777777777777,1.7645869640252336,0.0,1.0,1.0,2.0,8.0,252.0,0.6150793650793651,0.7975627675475337,0.0,0.0,0.0,1.0,3.0,252.0,2.392857142857143,1.8999970044609882,0.0,1.0,2.0,3.0,9.0,252.0,13.130952380952381,2.0263980678034352,6.0,12.0,13.0,15.0,17.0,252.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
8011,Clapeyron - Moscou,252.0,1.7777777777777777,1.4107661668441631,0.0,1.0,1.0,3.0,6.0,252.0,0.7380952380952381,1.0981953427391171,0.0,0.0,0.0,1.0,5.0,252.0,2.515873015873016,2.0207455015951816,0.0,1.0,2.0,3.25,10.0,252.0,12.484126984126984,2.0207455015951816,5.0,11.75,13.0,14.0,15.0,252.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
8012,Batignolles - Place de Clichy,252.0,2.765873015873016,2.775236616692621,0.0,1.0,2.0,4.0,14.0,252.0,1.246031746031746,1.5210947406863102,0.0,0.0,1.0,2.0,7.0,252.0,4.011904761904762,3.828475967005329,0.0,2.0,3.0,5.0,20.0,252.0,41.73412698412698,3.7919954002193745,26.0,41.0,43.0,44.0,46.0,252.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
8013,Marignan - Champs-Elysées,252.0,8.365079365079366,7.505220679225581,0.0,2.0,5.0,17.0,22.0,252.0,7.964285714285714,5.59833447465884,0.0,3.0,9.0,13.0,20.0,252.0,16.32936507936508,12.168089463383117,0.0,6.0,13.0,30.0,33.0,252.0,17.547619047619047,12.14658618960358,1.0,3.0,21.0,28.0,34.0,252.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
8015,Roquépine - Malesherbes,252.0,6.484126984126984,6.344347331247557,0.0,2.0,4.0,10.0,25.0,252.0,9.420634920634921,7.935851550672653,0.0,2.0,8.0,17.0,27.0,252.0,15.904761904761905,12.494415371714414,0.0,5.0,12.0,31.0,35.0,252.0,18.22222222222222,12.263630607593505,1.0,4.0,21.0,28.0,36.0,252.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
8016,Square Louis XVI,252.0,4.619047619047619,4.598383819420845,0.0,0.0,3.0,10.0,12.0,252.0,10.424603174603174,5.842408313500793,1.0,4.0,13.0,15.0,18.0,252.0,15.043650793650794,9.68025053206914,1.0,4.75,16.0,25.0,28.0,252.0,11.984126984126984,9.726526858689837,0.0,1.75,11.0,22.0,27.0,252.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
8017,Rocher - Laborde,252.0,8.301587301587302,10.706716692384902,0.0,0.0,2.0,18.25,34.0,252.0,10.11111111111111,8.214477766459225,1.0,3.0,9.0,15.25,28.0,252.0,18.41269841269841,17.512099330704007,1.0,5.0,9.0,32.25,53.0,252.0,43.583333333333336,17.394559986716366,9.0,30.0,53.0,57.0,62.0,252.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
8018,Saint-Augustin,252.0,6.817460317460317,5.930407554574918,0.0,2.0,4.0,13.0,21.0,252.0,6.329365079365079,5.955901254607254,0.0,1.0,3.0,13.0,17.0,252.0,13.146825396825397,11.347037007337478,0.0,3.0,7.0,26.0,30.0,252.0,16.083333333333332,11.146837759287273,0.0,4.0,23.0,26.0,29.0,252.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
8019,Naples - Rome,252.0,1.5873015873015872,1.3612148386531724,0.0,1.0,1.0,2.0,5.0,252.0,1.0,1.0711724224258843,0.0,0.0,1.0,2.0,4.0,252.0,2.5873015873015874,1.8174446456926365,0.0,1.0,2.0,4.0,8.0,252.0,22.36111111111111,1.984139189237108,16.0,21.0,23.0,24.0,26.0,252.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
8020,Batignolles - Beudant,252.0,1.9126984126984128,1.3655980478181131,0.0,1.0,2.0,3.0,7.0,252.0,1.0436507936507937,1.5697842129345834,0.0,0.0,1.0,1.0,12.0,252.0,2.9563492063492065,2.3688885228613836,0.0,1.0,3.0,4.0,15.0,252.0,39.18650793650794,3.0872015248306743,24.0,38.0,40.0,41.0,44.0,252.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
8025,Miromesnil - La Boétie,252.0,5.714285714285714,6.781574689160008,0.0,1.0,3.0,8.0,25.0,252.0,10.253968253968255,7.84961897513281,0.0,3.0,9.0,16.0,27.0,252.0,15.968253968253968,11.478673457747014,0.0,6.0,14.5,29.0,32.0,252.0,17.214285714285715,11.809987766358951,1.0,4.0,19.0,28.0,34.0,252.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
8026,Messine - Place Du Pérou,254.0,3.47244094488189,2.8516045594879356,0.0,1.0,3.0,6.0,9.0,254.0,2.9291338582677167,2.1233916577515255,0.0,1.0,3.0,5.0,9.0,254.0,6.4015748031496065,4.188748041887218,0.0,2.0,8.0,10.0,12.0,254.0,5.145669291338582,4.356454588980776,0.0,1.0,4.0,10.0,12.0,254.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
8027,Mairie du 8ème,252.0,3.134920634920635,2.6279320171768488,0.0,1.0,2.0,4.0,10.0,252.0,1.7857142857142858,1.7267852029611628,0.0,1.0,1.0,3.0,8.0,252.0,4.920634920634921,3.690416520836333,0.0,2.0,4.0,7.0,13.0,252.0,8.134920634920634,3.7731557054725204,0.0,6.0,9.0,11.0,12.0,252.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
8028,Arsène Houssaye - Champs-Elysées,252.0,8.543650793650794,8.09714913218252,0.0,2.0,4.0,17.0,25.0,252.0,2.5634920634920637,2.608585370921749,0.0,0.0,2.0,4.0,9.0,252.0,11.107142857142858,9.3250523946398,0.0,3.0,8.0,21.25,27.0,252.0,14.884920634920634,9.326666284248613,0.0,3.75,18.0,23.0,27.0,252.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
8029,Place du Canada,252.0,6.976190476190476,3.7723343628644033,1.0,3.0,8.0,10.0,15.0,252.0,9.333333333333334,5.5358304098566125,1.0,3.0,11.5,14.0,19.0,252.0,16.30952380952381,8.544669861338791,2.0,6.0,20.0,24.0,25.0,252.0,8.511904761904763,8.51082373570363,0.0,1.0,5.0,18.25,23.0,252.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
8031,Jean Mermoz - Champs-Elysées,252.0,6.444444444444445,4.845921693614776,0.0,1.75,6.0,11.0,15.0,252.0,11.813492063492063,7.452969174087393,0.0,4.0,14.0,18.0,25.0,252.0,18.25793650793651,10.861356281186483,0.0,7.0,19.0,29.25,32.0,252.0,13.515873015873016,10.743465818838159,1.0,2.0,12.0,25.0,32.0,252.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
8033,Commandant Rivière,252.0,4.313492063492063,3.4665355950587426,0.0,2.0,4.0,6.0,18.0,252.0,7.948412698412699,7.1934923459881634,0.0,2.0,6.0,16.0,21.0,252.0,12.261904761904763,9.522193469415607,0.0,4.0,10.0,24.0,26.0,252.0,13.575396825396826,9.52822760831449,0.0,1.0,16.0,22.0,25.0,252.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
8034,Berri - Haussmann,252.0,5.444444444444445,5.504877309452083,0.0,1.0,3.0,10.0,18.0,252.0,8.892857142857142,7.475886106617203,0.0,1.0,8.0,16.0,23.0,252.0,14.337301587301587,12.109449302535387,0.0,3.0,10.0,29.0,33.0,252.0,17.571428571428573,11.909638917543724,0.0,4.0,22.0,29.0,32.0,252.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
8035,Bienfaisance - Place de Narvik,252.0,6.583333333333333,7.257706441352159,0.0,1.0,3.0,12.0,23.0,252.0,6.2976190476190474,5.840059000489421,0.0,1.0,5.0,10.25,18.0,252.0,12.880952380952381,12.45492727525883,0.0,2.0,7.0,23.5,35.0,252.0,22.535714285714285,12.790789541593005,0.0,11.0,29.0,34.0,36.0,252.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
8036,Lisbonne - Monceau,252.0,8.797619047619047,9.202173347013213,0.0,1.0,4.0,18.0,28.0,252.0,2.892857142857143,3.066401360262497,0.0,0.0,2.0,5.0,10.0,252.0,11.69047619047619,11.468970287415262,0.0,1.0,8.0,23.0,31.0,252.0,19.182539682539684,11.36423465882719,0.0,9.0,23.0,30.0,32.0,252.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
8037,Monceau - Malesherbes,252.0,5.686507936507937,5.818720347465453,0.0,2.0,3.0,8.0,23.0,252.0,3.8293650793650795,4.225544920380587,0.0,0.0,2.0,7.0,16.0,252.0,9.515873015873016,8.905197127980562,0.0,3.0,7.0,14.0,35.0,252.0,26.896825396825395,9.042026149801552,1.0,22.0,30.0,34.0,38.0,252.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
8038,François 1er - Montaigne,252.0,6.984126984126984,5.751818180559706,0.0,3.0,4.0,12.25,20.0,252.0,8.452380952380953,5.090585236836751,0.0,4.0,10.0,12.25,17.0,252.0,15.436507936507937,9.515762584139312,0.0,9.0,15.0,25.0,29.0,252.0,12.738095238095237,9.295227384756107,0.0,4.0,12.0,19.0,29.0,252.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
8039,Colisée - Champs-Elysées,252.0,3.3095238095238093,2.780020595854475,0.0,1.0,3.0,6.0,9.0,252.0,6.511904761904762,4.917228953438613,0.0,2.0,6.0,10.0,16.0,252.0,9.821428571428571,6.63173713240234,0.0,2.0,11.0,17.0,18.0,252.0,8.813492063492063,6.665076408699401,1.0,2.0,8.0,16.0,19.0,252.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
